price,log_price,model_year,age,mileage,log_mileage,brand,brand_group,fuel_type,transmission,accident,clean_title,row_id,z_age,z_log_mileage,y,brand_id
140000,11.84939770159144,2017,7,61000,11.0186455364637,Audi,Audi,Gasoline,Automatic,None reported,Yes,2246,-0.25218887338089024,0.31629771059573614,1.5968768603157724,2
43449,10.679343115468965,2021,3,45867,10.733522985158196,RAM,RAM,Gasoline,Automatic,None reported,Yes,2247,-0.9125759835963774,0.0636869405482528,0.426822274193297,30
48500,10.789319076925574,2009,15,43000,10.668978650219241,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,2249,1.068585347050084,0.006502427865978514,0.5367982356499059,3
16900,9.735068900911164,2006,18,135000,11.813037464800539,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2251,1.5638756797116993,1.02010719819273,-0.5174519403645039,33
29000,10.275051108968611,2019,5,46000,10.736418414365376,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,2252,-0.5823824284886338,0.06625221151084373,0.022530267692943085,6
10995,9.305195902988862,2014,10,79615,11.284970356658796,Ford,Ford,Gasoline,Automatic,None reported,Yes,2253,0.2431014592807251,0.5522542058087554,-0.9473249382868065,10
86900,11.372513311253483,2021,3,13250,9.491828300264636,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2254,-0.9125759835963774,-1.036420536319623,1.1199924699778148,4
60500,11.010398644018933,2019,5,41200,10.626217806887722,Land,Land,Gasoline,Automatic,None reported,Yes,2255,-0.5823824284886338,-0.031382507970895986,0.7578778027432644,19
87150,11.375386050948167,2018,6,24059,10.08830598952867,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2258,-0.417285650934762,-0.5079576430436583,1.122865209672499,7
15400,9.642122788401721,2015,9,118500,11.682676678340282,Audi,Audi,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2259,0.07800468172685332,0.9046111123835215,-0.610398052873947,2
99998,11.512905464770226,2020,4,15097,9.62231756369957,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2260,-0.7474792060425056,-0.9208106234302419,1.2603846234945575,4
43000,10.668955394675699,2018,6,20000,9.90353755128617,Maserati,Maserati,Gasoline,Automatic,None reported,Yes,2261,-0.417285650934762,-0.6716574179341331,0.41643455340003044,22
30798,10.335205031788359,2020,4,10426,9.252153874789594,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2262,-0.7474792060425056,-1.2487655118493437,0.08268419051269049,4
63500,11.058795184880783,2023,1,9500,9.15915233520675,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2263,-1.2427695387041209,-1.3311623283131913,0.8062743436051143,10
8500,9.047821442478408,2006,18,134000,11.80560254159177,Nissan,Nissan,Gasoline,Automatic,Accident/damage reported,Yes,2264,1.5638756797116993,1.013520059895841,-1.2046993987972598,27
32500,10.388995368317829,2022,2,10500,9.259225769705994,Subaru,Subaru,Gasoline,Automatic,None reported,Yes,2265,-1.0776727611502492,-1.2425000066749996,0.1364745270421608,31
17500,9.769956159911606,2018,6,53100,10.879951039444416,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2266,-0.417285650934762,0.1934181855179409,-0.48256468136406205,7
13895,9.539284342176604,2017,7,80134,11.291467991427675,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2267,-0.25218887338089024,0.5580109322231983,-0.7132364990990645,10
48000,10.778956289890028,2021,3,19700,9.888424674859083,Lincoln,Lincoln,Gasoline,Automatic,None reported,Yes,2270,-0.9125759835963774,-0.6850470124590098,0.5264354486143592,21
84500,11.344506813345266,2018,6,28182,10.246474238267561,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,2271,-0.417285650934762,-0.367824907389992,1.0919859720695975,24
21000,9.95227771670556,2017,7,59500,10.993748398115178,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2272,-0.25218887338089024,0.29423952803037384,-0.30024312457010893,10
8000,8.987196820661973,1999,25,115402,11.656185629252027,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2273,2.7195531225888017,0.8811407685650153,-1.2653240206136953,10
35899,10.488464718935205,2018,6,85500,11.356283350762888,GMC,GMC,Gasoline,Automatic,Accident/damage reported,Yes,2274,-0.417285650934762,0.6154355650963419,0.23594387765953684,12
45000,10.714417768752456,2021,3,17500,9.770013301136158,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2276,-0.9125759835963774,-0.7899562459151813,0.4618969274767881,32
9999,9.21024036697585,2011,13,132000,11.790564777297387,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2277,0.7383917919423404,1.0001970126629822,-1.0422804742998188,20
30500,10.325481962595504,2018,6,62000,11.034905792929415,Volvo,Volvo,Gasoline,Automatic,None reported,Yes,2279,-0.417285650934762,0.33070385240446587,0.07296112131983534,35
20500,9.9281801651265,2013,11,119000,11.686887175419702,Cadillac,Cadillac,E85 Flex Fuel,Automatic,Unknown,Unknown,2281,0.4081982368345969,0.9083414974570448,-0.32434067614916806,6
56598,10.943728927877908,2020,4,5541,8.620110725422924,BMW,BMW,Gasoline,Automatic,None reported,Unknown,2283,-0.7474792060425056,-1.8087384285257138,0.6912080866022396,4
12995,9.47231994707559,2010,14,131100,11.783723297487764,Dodge,Dodge,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2285,0.9034885694962123,0.9941356489614441,-0.7802008942000782,9
79999,11.289769413577893,2016,8,18069,9.802008383586275,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2287,-0.08709209582701846,-0.7616094793109622,1.0372485723022251,24
31900,10.370361288772935,2023,1,13000,9.472781556562168,Kia,Kia,Gasoline,Automatic,None reported,Yes,2288,-1.2427695387041209,-1.0532954294894101,0.11784044749726696,18
69500,11.149082031552883,2008,16,51000,10.839600519357369,Porsche,Porsche,Gasoline,Automatic,Accident/damage reported,Yes,2289,1.2336821246039558,0.1576687300492857,0.8965611902772146,29
10000,9.210340371976184,2007,17,137333,11.830171194020703,Hummer,Other,Gasoline,Automatic,Accident/damage reported,Yes,2290,1.3987789021578276,1.0352872129347181,-1.0421804692994847,28
11200,9.323669057283185,2014,10,125559,11.74053901095589,Buick,Buick,Gasoline,Automatic,Accident/damage reported,Yes,2291,0.2431014592807251,0.9558755540485053,-0.9288517839924832,5
29000,10.275051108968611,2016,8,101900,11.531757032705352,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2293,-0.08709209582701846,0.7709004405177806,0.022530267692943085,33
18800,9.84161214881804,2015,9,159500,11.979805470779858,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,2294,0.07800468172685332,1.1678590831868443,-0.4109086924576282,6
30499,10.325449175172755,2018,6,43000,10.668978650219241,Tesla,Tesla,Unknown/Other,Automatic,Accident/damage reported,Yes,2296,-0.417285650934762,0.006502427865978514,0.07292833389708697,32
16500,9.711115659888671,2017,7,182000,12.111767460549332,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2297,-0.25218887338089024,1.2847737912659924,-0.5414051813869971,10
49500,10.809727948556782,2022,2,21404,9.971379818579047,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2298,-1.0776727611502492,-0.6115510275270902,0.5572071072811138,32
27000,10.203592144986466,2017,7,81000,11.302216779257382,Ford,Ford,Gasoline,Automatic,None reported,Yes,2299,-0.25218887338089024,0.5675340637969962,-0.04892869628920238,10
42590,10.65937476291726,2021,3,62257,11.039042320125954,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Unknown,2300,-0.9125759835963774,0.33436870218802656,0.4068539216415914,7
22998,10.04316253460861,2016,8,91798,11.427356683303062,BMW,BMW,Hybrid,Automatic,None reported,Unknown,2301,-0.08709209582701846,0.6784045908033852,-0.2093583066670579,4
20000,9.903487552536127,2011,13,82000,11.314486721293981,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,2302,0.7383917919423404,0.5784048963288725,-0.3490332887395411,4
15000,9.615805480084347,2012,12,207100,12.240961875957243,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2303,0.5732950143884686,1.3992365042734178,-0.636715361191321,10
124000,11.728036844587175,2023,1,450,6.111467339502679,Land,Land,Hybrid,Automatic,None reported,Yes,2304,-1.2427695387041209,-4.031327748767976,1.4755160033115065,19
30000,10.308952660644293,2016,8,77945,11.263771558223787,Porsche,Porsche,Gasoline,Automatic,Accident/damage reported,Yes,2305,-0.08709209582701846,0.5334726510975283,0.0564318193686244,29
26125,10.170647989267112,2017,7,37100,10.521399202410167,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,2307,-0.25218887338089024,-0.12424892022464468,-0.08187285200855676,4
18000,9.798127036878302,2006,18,51000,10.839600519357369,Maserati,Maserati,Gasoline,Automatic,Accident/damage reported,Yes,2308,1.5638756797116993,0.1576687300492857,-0.4543938043973661,22
26000,10.165851817003619,2017,7,94000,11.451060699493427,Ford,Ford,Gasoline,Automatic,None reported,Yes,2309,-0.25218887338089024,0.6994056998200137,-0.08666902427204981,10
15000,9.615805480084347,2008,16,157500,11.967187086434018,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2311,1.2336821246039558,1.1566795403139185,-0.636715361191321,10
15500,9.648595302907339,2014,10,138415,11.838018922420156,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2312,0.2431014592807251,1.0422400853225116,-0.6039255383683297,10
10200,9.230142999272362,2012,12,110000,11.608244735642321,Land,Land,Gasoline,Automatic,None reported,Yes,2313,0.5732950143884686,0.8386664500796416,-1.0223778420033067,19
109900,11.607326140391713,2023,1,8532,9.051696278536586,Cadillac,Cadillac,Diesel,Automatic,None reported,Unknown,2314,-1.2427695387041209,-1.4263654509614287,1.3548052991160446,6
51500,10.849337086651827,2021,3,12941,9.468233115617211,GMC,GMC,Gasoline,Automatic,Accident/damage reported,Yes,2315,-0.9125759835963774,-1.057325223570447,0.596816245376159,12
19500,9.878169744551839,2009,15,69764,11.152887730326308,BMW,BMW,Gasoline,Manual,None reported,Yes,2316,1.068585347050084,0.43523261703939353,-0.3743510967238297,4
42598,10.659562582798547,2022,2,8193,9.011157458106817,Audi,Audi,Hybrid,Automatic,None reported,Unknown,2318,-1.0776727611502492,-1.4622817353755924,0.4070417415228782,2
43599,10.68278949329428,2020,4,43277,10.675399701731727,Lexus,Lexus,Gasoline,Automatic,None reported,Unknown,2319,-0.7474792060425056,0.012191303613115559,0.4302686520186114,20
38000,10.545341438708522,2018,6,26500,10.184937747111391,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,2320,-0.417285650934762,-0.42234455287508155,0.29282059743285416,2
35670,10.482065278352938,2019,5,36021,10.491885141897002,Chevrolet,Chevrolet,Gasoline,Automatic,Unknown,Unknown,2321,-0.5823824284886338,-0.15039756935576903,0.22954443707726924,7
36139,10.495127893591839,2019,5,25462,10.144981697062931,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Unknown,2322,-0.5823824284886338,-0.4577445186953311,0.24260705231617052,7
33000,10.404262840448617,2018,6,35850,10.487126739641525,Audi,Audi,Gasoline,Automatic,None reported,Yes,2323,-0.417285650934762,-0.15461338340642244,0.15174199917294828,2
6300,8.748304912379623,2008,16,77700,11.260623406285792,Mazda,Mazda,Gasoline,Manual,None reported,Yes,2324,1.2336821246039558,0.5306834747183106,-1.5042159288960448,23
7800,8.961879012677683,2001,23,122000,11.711784520403112,Toyota,Toyota,Gasoline,Manual,None reported,Yes,2326,2.3893595674810584,0.9303998630952581,-1.2906418285979857,33
134000,11.805595078933049,2022,2,4700,8.45553053102413,Porsche,Porsche,Gasoline,Manual,None reported,Yes,2328,-1.0776727611502492,-1.9545519723905658,1.5530742376573805,29
34000,10.4341158035983,2016,8,84100,11.339773736496767,Subaru,Subaru,Gasoline,Manual,None reported,Yes,2329,-0.08709209582701846,0.6008084991071516,0.18159496232263095,31
40000,10.596634733096073,2021,3,33000,10.404293143019792,Audi,Audi,Hybrid,Automatic,None reported,Yes,2330,-0.9125759835963774,-0.22800168093886852,0.3441138918204043,2
59999,11.002083174398681,2018,6,10065,9.216918687336305,Tesla,Tesla,Unknown/Other,Automatic,None reported,Unknown,2331,-0.417285650934762,-1.2799829227296413,0.7495623331230128,32
20900,9.947504437952903,2013,11,139355,11.844787089033758,Audi,Audi,Gasoline,Automatic,None reported,Yes,2334,0.4081982368345969,1.048236495540656,-0.3050164033227656,2
77900,11.26318123185884,2019,5,10500,9.259225769705994,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2336,-0.5823824284886338,-1.2425000066749996,1.0106603905831708,24
59590,10.995243053741024,2023,1,5006,8.518592212329946,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Unknown,2337,-1.2427695387041209,-1.8986810502126774,0.7427222124653561,7
18000,9.798127036878302,2013,11,55000,10.915106645867503,Hyundai,Hyundai,Gasoline,Manual,Unknown,Unknown,2338,0.4081982368345969,0.22456508978545656,-0.4543938043973661,14
71000,11.170435156023453,2021,3,33500,10.419330568113901,BMW,BMW,Gasoline,Automatic,None reported,Yes,2339,-0.9125759835963774,-0.2146789342281602,0.9179143147477848,4
15000,9.615805480084347,2014,10,126500,11.748005492256807,BMW,BMW,Gasoline,Automatic,None reported,Yes,2340,0.2431014592807251,0.9624906519505604,-0.636715361191321,4
145000,11.884489021402711,2018,6,19000,9.852246888342531,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,2342,-0.417285650934762,-0.7170995402885867,1.6319681801270427,29
52000,10.858998997563564,2021,3,57000,10.950824090522445,RAM,RAM,Diesel,Automatic,None reported,Yes,2343,-0.9125759835963774,0.25620976733586803,0.6064781562878956,30
143900,11.876873892875459,2018,6,6523,8.783242963740905,Acura,Acura,Hybrid,Automatic,None reported,Unknown,2345,-0.417285650934762,-1.6642077340843604,1.6243530515997904,1
15999,9.680281499268713,2002,22,89500,11.402005077384885,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2347,2.2242627899271863,0.6559437624206136,-0.5722393420069558,20
33200,10.410305154904579,2020,4,16425,9.706620724300137,Lexus,Lexus,Hybrid,CVT,Accident/damage reported,Unknown,2350,-0.7474792060425056,-0.8461203324685568,0.15778431362891077,20
7999,8.987071812848821,2005,19,97146,11.48398057424644,Chevrolet,Chevrolet,E85 Flex Fuel,Other,Accident/damage reported,Yes,2352,1.7289724572655711,0.7285718070716106,-1.265449028426847,7
39998,10.596584731846031,2015,9,36670,10.509741530941705,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Unknown,2353,0.07800468172685332,-0.13457729780518043,0.3440638905703626,24
52500,10.868568448579715,2019,5,44800,10.709985739582528,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2354,-0.5823824284886338,0.04283358572787134,0.6160476073040471,7
17100,9.746833742490752,2015,9,150000,11.918397239722838,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,2355,0.07800468172685332,1.1134530726361511,-0.5056870987849162,10
32100,10.376611309118108,2020,4,38400,10.555838779903407,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,2356,-0.7474792060425056,-0.09373639797467509,0.12409046784243927,15
81500,11.308358299228955,2008,16,7960,8.982309899088579,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,2357,1.2336821246039558,-1.4878398824397976,1.0558374579532863,3
9975,9.207837241758064,2007,17,117000,11.669937760751914,Nissan,Nissan,Gasoline,Automatic,Accident/damage reported,Yes,2358,1.3987789021578276,0.8933247803595028,-1.0446835995176045,27
95500,11.466881526468821,2023,1,159,5.075173815233827,Rivian,Other,Unknown/Other,Automatic,None reported,Yes,2359,-1.2427695387041209,-4.949455423910317,1.214360685193153,28
139000,11.842229212112828,2017,7,30200,10.315630315397533,McLaren,Other,Gasoline,Automatic,None reported,Yes,2360,-0.25218887338089024,-0.30655451745669327,1.58970837083716,28
8999,9.104868739033948,2012,12,91545,11.424596857176535,Nissan,Nissan,Gasoline,CVT,None reported,Yes,2361,0.5732950143884686,0.6759594604556562,-1.1476521022417199,27
26499,10.184862275413241,2015,9,110000,11.608244735642321,Land,Land,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,2362,0.07800468172685332,0.8386664500796416,-0.06765856586242691,19
15600,9.655026193237628,2012,12,110000,11.608244735642321,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,2364,0.5732950143884686,0.8386664500796416,-0.5974946480380403,15
32769,10.397238225511654,2019,5,81778,11.311775765915282,Ford,Ford,Gasoline,Automatic,None reported,Yes,2365,-0.5823824284886338,0.5760030641249939,0.14471738423598524,10
34900,10.460242108190519,2018,6,80500,11.296024885689746,Maserati,Maserati,Gasoline,Automatic,None reported,Yes,2367,-0.417285650934762,0.5620482157116357,0.2077212669148505,22
47500,10.768484990022733,2017,7,20172,9.912100355634351,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,2369,-0.25218887338089024,-0.6640710078439606,0.5159641487470648,17
22500,10.021270588192511,2005,19,145000,11.884495917930655,Hummer,Other,Gasoline,Automatic,None reported,Yes,2370,1.7289724572655711,1.0834174301927908,-0.23125025308315728,28
124995,11.736029015484418,2020,4,13554,9.514510761932765,Porsche,Porsche,Gasoline,Manual,None reported,Yes,2372,-0.7474792060425056,-1.0163244966260836,1.4835081742087493,29
9500,9.159047077588632,2007,17,59700,10.997104049659168,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2373,1.3987789021578276,0.2972125433764309,-1.0934737636870366,33
28900,10.271596874100524,2020,4,30930,10.339514196226636,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Unknown,2374,-0.7474792060425056,-0.2853940532972043,0.019076032824855815,24
19999,9.903437551286085,2009,15,51983,10.858691257908882,BMW,BMW,Gasoline,Manual,None reported,Yes,2375,1.068585347050084,0.1745826014501689,-0.3490832899895828,4
50000,10.819778284410283,2022,2,22000,9.99884318585288,Chevrolet,Chevrolet,Gasoline,Manual,None reported,Yes,2376,-1.0776727611502492,-0.5872192364310346,0.5672574431346149,7
45000,10.714417768752456,2023,1,16800,9.729193687429403,Volkswagen,Volkswagen,Unknown/Other,Automatic,None reported,Yes,2377,-1.2427695387041209,-0.826121305480939,0.4618969274767881,34
73995,11.211752802335948,2022,2,16000,9.680406499268875,Chevrolet,Chevrolet,Diesel,Automatic,Accident/damage reported,Yes,2378,-1.0776727611502492,-0.8693454177556544,0.9592319610602793,7
23599,10.06895961723459,2020,4,22295,10.012162569161784,Nissan,Nissan,Gasoline,CVT,None reported,Unknown,2379,-0.7474792060425056,-0.5754186276794151,-0.18356122404107822,27
188500,12.146853285870202,2020,4,33000,10.404293143019792,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,2380,-0.7474792060425056,-0.22800168093886852,1.894332444594534,3
15499,9.648530784697051,2013,11,89190,11.398535416616683,Acura,Acura,Gasoline,Automatic,Accident/damage reported,Yes,2382,0.4081982368345969,0.6528697380249778,-0.6039900565786169,1
39687,10.58877895713049,2020,4,53550,10.888389749837856,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,2383,-0.7474792060425056,0.2008946517635396,0.3362581158548217,33
26299,10.177286194629282,2021,3,56946,10.949876289700272,Ford,Ford,Gasoline,Automatic,None reported,Yes,2384,-0.9125759835963774,0.25537004177068734,-0.07523464664638624,10
54900,10.913268627497622,2016,8,11684,9.366061246972958,Jaguar,Jaguar,Gasoline,Automatic,None reported,Yes,2385,-0.08709209582701846,-1.1478467003783637,0.660747786221954,16
51000,10.839580911706463,2018,6,45617,10.728057654456492,GMC,GMC,Gasoline,Automatic,None reported,Yes,2386,-0.417285650934762,0.05884480725925118,0.5870600704307947,12
33531,10.42022566305372,2021,3,15636,9.65739517984351,Subaru,Subaru,Gasoline,CVT,None reported,Unknown,2389,-0.9125759835963774,-0.8897328164136497,0.16770482177805235,31
40888,10.618591900448115,2018,6,69600,11.150534214035387,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2390,-0.417285650934762,0.4331474660758989,0.3660710591724463,24
16500,9.711115659888671,2011,13,138050,11.835378461084328,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2391,0.7383917919423404,1.0399007089095622,-0.5414051813869971,24
35900,10.48849257447637,2017,7,132269,11.792600567020093,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,2392,-0.25218887338089024,1.0020006665905754,0.2359717332007012,10
37700,10.537415373436103,2020,4,45815,10.732388654073693,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,2393,-0.7474792060425056,0.06268195428030258,0.28489453216043437,14
48459,10.788473358581868,2021,3,25352,10.140652345212592,Ford,Ford,Gasoline,Automatic,None reported,Yes,2394,-0.9125759835963774,-0.46158020584008064,0.5359525173061996,10
8995,9.104424146384634,2008,16,120000,11.695255355062795,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2395,1.2336821246039558,0.915755475389896,-1.1480966948910343,24
45000,10.714417768752456,2018,6,75151,11.227268008266776,Chevrolet,Chevrolet,Gasoline,Manual,Accident/damage reported,Yes,2396,-0.417285650934762,0.5011315057833963,0.4618969274767881,7
23000,10.043249494911286,2016,8,74139,11.213710476704723,Jeep,Jeep,Gasoline,Manual,None reported,Yes,2397,-0.08709209582701846,0.4891199042031206,-0.20927134636438183,17
19000,9.852194258148577,1995,29,70000,11.156264806643742,Jaguar,Jaguar,Unknown/Other,Automatic,None reported,Yes,2399,3.379940232804289,0.4382246141478306,-0.40032658312709124,16
17800,9.786953736280177,2012,12,68500,11.134603622683905,BMW,BMW,Gasoline,Automatic,None reported,Yes,2400,0.5732950143884686,0.4190333985278084,-0.4655671049954915,4
51890,10.856881372361785,2020,4,37366,10.528543240958955,Lexus,Lexus,Gasoline,Automatic,Unknown,Unknown,2401,-0.7474792060425056,-0.11791949776824816,0.6043605310861171,20
66900,11.11095424611632,2021,3,35315,10.472091398021472,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2402,-0.9125759835963774,-0.16793428421618975,0.8584334048406514,32
15995,9.680031452383618,2017,7,61000,11.0186455364637,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Yes,2403,-0.25218887338089024,0.31629771059573614,-0.5724893888920501,34
41599,10.635831407498888,2022,2,12050,9.396902923027392,Jeep,Jeep,Gasoline,Automatic,None reported,Unknown,2404,-1.0776727611502492,-1.1205218202452667,0.38331056622321924,17
9875,9.197761589769323,2001,23,150000,11.918397239722838,Jaguar,Jaguar,Gasoline,Automatic,Accident/damage reported,Yes,2405,2.3893595674810584,1.1134530726361511,-1.0547592515063453,16
41500,10.63344870621879,2016,8,46200,10.740756721857226,Porsche,Porsche,Gasoline,Automatic,Accident/damage reported,Yes,2406,-0.08709209582701846,0.07009583310864792,0.38092786494312136,29
30089,10.311914935439406,2015,9,47000,10.757924157061597,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2408,0.07800468172685332,0.08530571042932936,0.05939409416373742,24
47000,10.757902880692196,2017,7,50340,10.826575133410556,Land,Land,Gasoline,Automatic,Accident/damage reported,Yes,2409,-0.25218887338089024,0.14612859490696037,0.5053820394165278,19
13999,9.546741177474825,2010,14,67800,11.124332223082254,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,2410,0.9034885694962123,0.4099332198468935,-0.7057796638008433,24
5500,8.612503371220562,2002,22,150000,11.918397239722838,Dodge,Dodge,Gasoline,Manual,Accident/damage reported,Yes,2411,2.2242627899271863,1.1134530726361511,-1.6400174700551062,9
54000,10.896739325546411,2018,6,13500,9.510519035757246,Chevrolet,Chevrolet,Gasoline,Manual,Accident/damage reported,Yes,2412,-0.417285650934762,-1.0198610566715782,0.644218484270743,7
37950,10.544024782823776,2022,2,18385,9.8193447844237,Honda,Honda,Gasoline,Automatic,None reported,Yes,2414,-1.0776727611502492,-0.7462499030678977,0.29150394154810755,13
38000,10.545341438708522,2017,7,117000,11.669937760751914,GMC,GMC,E85 Flex Fuel,Automatic,None reported,Yes,2416,-0.25218887338089024,0.8933247803595028,0.29282059743285416,12
45900,10.734220396048636,2020,4,22466,10.019802844917477,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2418,-0.7474792060425056,-0.5686495526512088,0.4816995547729679,20
23800,10.077440859659566,2017,7,80000,11.289794413577894,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,2419,-0.25218887338089024,0.5565281880928874,-0.1750799816161024,27
28250,10.248848736574587,2020,4,23152,10.049879640751199,Chrysler,Chrysler,Gasoline,Automatic,None reported,Yes,2420,-0.7474792060425056,-0.5420023354411727,-0.00367210470108148,8
9200,9.126958763037132,2006,18,91300,11.421917019425596,Dodge,Dodge,Gasoline,Automatic,None reported,Yes,2421,1.5638756797116993,0.6735851976175625,-1.125562078238536,9
28999,10.275016625615446,2020,4,45000,10.714439990727769,Nissan,Nissan,Gasoline,CVT,None reported,Yes,2422,-0.7474792060425056,0.046779930226516345,0.02249578433977817,27
93500,11.44571671527678,2023,1,1885,7.542213463193403,Rivian,Other,Unknown/Other,Automatic,None reported,Yes,2423,-1.2427695387041209,-2.7637258758431344,1.1931958740011108,28
38000,10.545341438708522,2021,3,7250,8.888894669371593,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,2425,-0.9125759835963774,-1.5706032170302127,0.29282059743285416,27
29000,10.275051108968611,2019,5,44000,10.691967639914864,Jaguar,Jaguar,Gasoline,Automatic,None reported,Yes,2426,-0.5823824284886338,0.02687004299510454,0.022530267692943085,16
26900,10.19988156558993,2014,10,85500,11.356283350762888,Ford,Ford,Gasoline,Automatic,None reported,Yes,2427,0.2431014592807251,0.6154355650963419,-0.05263927568573834,10
43999,10.691922185369403,2021,3,18083,9.802782848414497,GMC,GMC,Gasoline,Automatic,None reported,Yes,2428,-0.9125759835963774,-0.7609233246882007,0.439401344093735,12
10900,9.296518068217235,2011,13,111000,11.6172944892629,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2429,0.7383917919423404,0.8466842838860767,-0.9560027730584331,7
14000,9.546812608597396,2013,11,115000,11.652696102959753,GMC,GMC,Gasoline,Automatic,None reported,Yes,2430,0.4081982368345969,0.8780491438592314,-0.7057082326782727,12
28000,10.239959789157341,2021,3,33400,10.416341118636355,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,2431,-0.9125759835963774,-0.21732750457478228,-0.012561052118327254,7
44000,10.691944912900398,2021,3,26800,10.196194479235656,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,2433,-0.9125759835963774,-0.41237139657050736,0.43942407162472996,20
51999,10.85897976660942,2022,2,30000,10.308985993422082,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,2434,-1.0776727611502492,-0.3124412047179318,0.6064589253337509,32
10500,9.259130536145614,2008,16,251634,12.435734903831499,Dodge,Dodge,Gasoline,Automatic,None reported,Yes,2435,1.2336821246039558,1.5718000715202498,-0.9933903051300543,9
3500,8.160518247477505,2005,19,119000,11.686887175419702,Chrysler,Chrysler,Gasoline,Automatic,None reported,Yes,2436,1.7289724572655711,0.9083414974570448,-2.0920025937981634,8
7900,8.974618038455112,2009,15,111000,11.6172944892629,Chrysler,Chrysler,Gasoline,Automatic,None reported,Yes,2438,1.068585347050084,0.8466842838860767,-1.277902802820556,8
14311,9.568783751310876,2016,8,116500,11.665655135642039,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,2439,-0.08709209582701846,0.8895304918268115,-0.6837370899647919,23
4900,8.496990484098719,2005,19,199296,12.202551453403197,Acura,Acura,Gasoline,Automatic,None reported,Yes,2440,1.7289724572655711,1.3652059220735893,-1.7555303571769496,1
