price,log_price,model_year,age,mileage,log_mileage,brand,brand_group,fuel_type,transmission,accident,clean_title,row_id,z_age,z_log_mileage,y,brand_id
50000,10.819778284410283,2015,9,47000,10.757924157061597,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,674,0.07800468172685332,0.08530571042932936,0.5672574431346149,29
22995,10.043032079974024,2021,3,24965,10.125270178210997,Chevrolet,Chevrolet,Gasoline,CVT,Accident/damage reported,Yes,676,-0.9125759835963774,-0.4752083844372501,-0.2094887613016443,7
7850,8.968268810776454,2005,19,108000,11.58989576532275,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,677,1.7289724572655711,0.8224097650128789,-1.2842520304992142,33
18300,9.814656338829513,2015,9,76000,11.23850177707664,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,678,0.07800468172685332,0.5110843172204497,-0.43786450244615516,33
78500,11.2708539037705,2014,10,30000,10.308985993422082,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,679,0.2431014592807251,-0.3124412047179318,1.0183330624948308,29
29900,10.305613759378778,2015,9,59271,10.989892298096493,Volvo,Volvo,Gasoline,Automatic,None reported,Yes,680,0.07800468172685332,0.2908231290446038,0.053092918103109454,35
119500,11.691071650353702,2023,1,1500,7.313886831633462,Lexus,Lexus,Gasoline,Automatic,Unknown,Unknown,681,-1.2427695387041209,-2.96601701681607,1.4385508090780341,20
24950,10.124629101179664,2017,7,52500,10.868587496017359,BMW,BMW,Plug-In Hybrid,Automatic,Accident/damage reported,Yes,682,-0.25218887338089024,0.18335039732499214,-0.12789174009600401,4
36495,10.504930543885733,2020,4,23100,10.047631185616188,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,683,-0.7474792060425056,-0.5439944050984886,0.25240970261006446,32
22500,10.021270588192511,2017,7,45000,10.714439990727769,FIAT,Other,Gasoline,Manual,Accident/damage reported,Yes,684,-0.25218887338089024,0.046779930226516345,-0.23125025308315728,28
6500,8.779557455883728,2002,22,179000,12.095146671399466,Dodge,Dodge,Gasoline,Automatic,Accident/damage reported,Yes,685,2.2242627899271863,1.2700482273752358,-1.4729633853919406,9
84900,11.349229372299439,2023,1,1500,7.313886831633462,Toyota,Toyota,Gasoline,Manual,None reported,Yes,686,-1.2427695387041209,-2.96601701681607,1.0967085310237703,33
66998,11.112418047181292,2022,2,38671,10.562871102943264,BMW,BMW,Hybrid,Automatic,None reported,Unknown,687,-1.0776727611502492,-0.0875059523989498,0.8598972059056234,4
15750,9.66459564425378,2007,17,135465,11.816475965306347,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,688,1.3987789021578276,1.0231536154494634,-0.5879251970218888,17
17000,9.740968623038354,2014,10,79000,11.277215789596893,MINI,MINI,Gasoline,Automatic,None reported,Yes,689,0.2431014592807251,0.5453838718140467,-0.5115522182373144,25
17000,9.740968623038354,2012,12,42259,10.651596291170048,Nissan,Nissan,Gasoline,CVT,Accident/damage reported,Yes,690,0.5732950143884686,-0.008897866093771313,-0.5115522182373144,27
6500,8.779557455883728,2006,18,159890,11.982247612059739,Toyota,Toyota,Gasoline,Automatic,Accident/damage reported,Yes,691,1.5638756797116993,1.1700227534628385,-1.4729633853919406,33
75000,11.225243392518447,2023,1,2200,7.696667081526462,Maserati,Maserati,Hybrid,Automatic,None reported,Yes,692,-1.2427695387041209,-2.6268842009735502,0.9727225512427786,22
52000,10.858998997563564,2022,2,15833,9.669914805731379,Lexus,Lexus,Hybrid,CVT,None reported,Yes,693,-1.0776727611502492,-0.87864077082918,0.6064781562878956,20
13500,9.51044496442652,2013,11,96000,11.472113887062386,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,694,0.4081982368345969,0.7180582472926638,-0.7420758768491478,4
15500,9.648595302907339,2009,15,72900,11.196857635323791,BMW,BMW,Gasoline,Automatic,None reported,Yes,695,1.068585347050084,0.4741887483922861,-0.6039255383683297,4
51000,10.839580911706463,2018,6,21000,9.952325334619427,Karma,Other,Unknown/Other,Automatic,None reported,Yes,699,-0.417285650934762,-0.6284327783526835,0.5870600704307947,28
63598,11.060337302292881,2021,3,30309,10.319232970051848,BMW,BMW,Hybrid,Automatic,None reported,Unknown,700,-0.9125759835963774,-0.30336266412108437,0.8078164610172127,4
38000,10.545341438708522,2021,3,24000,10.085850775128717,Ford,Ford,Unknown/Other,Automatic,None reported,Yes,701,-0.9125759835963774,-0.5101328957459228,0.29282059743285416,10
23999,10.085767441795337,2016,8,73000,11.19822841866684,BMW,BMW,Gasoline,Automatic,None reported,Yes,702,-0.08709209582701846,0.4754032248841325,-0.1667533994803314,4
24998,10.126551100650167,2019,5,26465,10.183616169332995,Ford,Ford,Gasoline,Automatic,None reported,Unknown,703,-0.5823824284886338,-0.42351543458454227,-0.1259697406255018,10
34645,10.452908694061481,2020,4,26870,10.198802917143304,Volkswagen,Volkswagen,Gasoline,Automatic,Accident/damage reported,Yes,704,-0.7474792060425056,-0.4100603920377019,0.20038785278581273,34
10500,9.259130536145614,2004,20,184000,12.122696471358964,Honda,Honda,Gasoline,Automatic,Accident/damage reported,Yes,705,1.894069234819443,1.2944565954631255,-0.9933903051300543,13
48000,10.778956289890028,2022,2,1300,7.170888478512505,RAM,RAM,Gasoline,Automatic,None reported,Yes,707,-1.0776727611502492,-3.0927096405037062,0.5264354486143592,30
26500,10.184900011974314,2018,6,49924,10.818277158284015,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,708,-0.417285650934762,0.13877681625265048,-0.06762082930135449,17
57850,10.965608732621822,2019,5,36526,10.505806992135533,GMC,GMC,Gasoline,Automatic,None reported,Yes,709,-0.5823824284886338,-0.13806319140797693,0.713087891346154,12
24840,10.120210536047415,2017,7,79884,11.288343379461672,Acura,Acura,Gasoline,Automatic,Accident/damage reported,Unknown,711,-0.25218887338089024,0.5552426116143321,-0.1323103052282537,1
101000,11.522875795823397,2021,3,11102,9.314970621054266,BMW,BMW,Gasoline,Automatic,None reported,Yes,713,-0.9125759835963774,-1.1931115954083606,1.270354954547729,4
19000,9.852194258148577,2012,12,105500,11.566475710526321,Ford,Ford,Gasoline,Manual,None reported,Yes,714,0.5732950143884686,0.8016602380126768,-0.40032658312709124,10
65998,11.097379717519113,2019,5,31157,10.346826313072373,BMW,BMW,Gasoline,Automatic,None reported,Unknown,715,-0.5823824284886338,-0.27891571807390686,0.8448588762434444,4
20708,9.938275378021793,2019,5,86204,11.364483459609952,Kia,Kia,Gasoline,Automatic,Accident/damage reported,Unknown,716,-0.5823824284886338,0.6227006369079026,-0.3142454632538758,18
17995,9.79784922051313,2014,10,80211,11.292428408596924,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,717,0.2431014592807251,0.558861835526287,-0.45467162076253764,4
69995,11.156179089908926,2010,14,25991,10.165544077348937,Aston,Other,Gasoline,Automatic,None reported,Yes,718,0.9034885694962123,-0.4395268130306136,0.903658248633258,28
8400,9.035986984831405,2008,16,73000,11.19822841866684,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,719,1.2336821246039558,0.4754032248841325,-1.2165338564442632,24
35000,10.46310334047155,2018,6,40989,10.621083413498383,BMW,BMW,Gasoline,Automatic,None reported,Yes,720,-0.417285650934762,-0.03593143986656312,0.21058249919588157,4
6000,8.699514748210191,2010,14,102681,11.539392112785254,Dodge,Dodge,Gasoline,Manual,None reported,Yes,721,0.9034885694962123,0.777664912319563,-1.553006093065477,9
13888,9.538780436900131,2010,14,123000,11.719947764402807,Acura,Acura,Gasoline,Automatic,Accident/damage reported,Yes,722,0.9034885694962123,0.937632273661895,-0.7137404043755371,1
7200,8.881836305004146,2005,19,160900,11.98854454800156,Jeep,Jeep,Gasoline,Automatic,Accident/damage reported,Yes,723,1.7289724572655711,1.1756016662142843,-1.370684536271522,17
41999,10.645401087458245,2021,3,17850,9.789814808047552,Ford,Ford,Unknown/Other,Automatic,None reported,Yes,726,-0.9125759835963774,-0.7724126532176393,0.39288024618257644,10
34950,10.461673747661957,2011,13,72277,11.188275074151784,BMW,BMW,Gasoline,Automatic,None reported,Yes,727,0.7383917919423404,0.46658483429740505,0.20915290638628825,4
99000,11.502875129116727,2022,2,10627,9.271247306879705,Porsche,Porsche,Gasoline,Automatic,None reported,Unknown,729,-1.0776727611502492,-1.2318492540470476,1.2503542878410592,29
28590,10.260812285316357,2020,4,67015,11.112686675833645,Ford,Ford,Gasoline,Automatic,None reported,Unknown,730,-0.7474792060425056,0.3996155839930275,0.00829144404068849,10
62000,11.03488966402723,2018,6,19600,9.883335864325275,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,731,-0.417285650934762,-0.6895555591933352,0.782368822751561,4
42500,10.657259354912508,2022,2,5800,8.665785595466064,Ford,Ford,Unknown/Other,Automatic,None reported,Yes,732,-1.0776727611502492,-1.7682717448467593,0.40473851363683977,10
14999,9.61573881119536,2017,7,33812,10.428600622910189,FIAT,Other,Unknown/Other,Automatic,None reported,Yes,733,-0.25218887338089024,-0.2064659196147934,-0.6367820300803082,28
26950,10.201738576337144,2015,9,99897,11.511904944416221,Cadillac,Cadillac,Gasoline,Automatic,None reported,Yes,734,0.07800468172685332,0.7533120341051477,-0.050782264938524335,6
29000,10.275051108968611,2014,10,127500,11.755879486687116,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,735,0.2431014592807251,0.9694667953221826,0.022530267692943085,24
91000,11.418614785498987,2023,1,2108,7.653969180478774,Rivian,Other,Unknown/Other,Automatic,None reported,Yes,737,-1.2427695387041209,-2.664713371671138,1.1660939442233182,28
39985,10.59625966276599,2014,10,65550,11.090583744605611,BMW,BMW,Gasoline,Automatic,None reported,Yes,738,0.2431014592807251,0.38003299239423954,0.3437388214903212,4
68995,11.141789317185655,2022,2,15600,9.65509029374725,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,739,-1.0776727611502492,-0.8917748823568101,0.8892684759099865,10
31900,10.370361288772935,2015,9,89150,11.398086840278292,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,741,0.07800468172685332,0.6524723116770894,0.11784044749726696,20
81000,11.302204433654575,2023,1,15000,9.61587214452889,BMW,BMW,Gasoline,Manual,None reported,Unknown,742,-1.2427695387041209,-0.9265210882550311,1.0496835923789067,4
15550,9.65181591760738,2015,9,85385,11.354937431911715,Volkswagen,Volkswagen,Gasoline,Manual,None reported,Yes,745,0.07800468172685332,0.6142431178631799,-0.6007049236682889,34
123999,11.728028780038526,2023,1,3000,8.006700845440367,Cadillac,Cadillac,Diesel,Automatic,None reported,Yes,746,-1.2427695387041209,-2.3522027789519893,1.475507938762858,6
19190,9.862144589001746,2018,6,66126,11.099332414449899,Hyundai,Hyundai,Gasoline,Automatic,None reported,Unknown,747,-0.417285650934762,0.3877840742225185,-0.3903762522739225,14
35000,10.46310334047155,2023,1,1075,6.98100574072173,Toyota,Toyota,Gasoline,Manual,None reported,Yes,748,-1.2427695387041209,-3.260940544697099,0.21058249919588157,33
98900,11.501864517610803,2023,1,2489,7.820037989458753,Ford,Ford,Gasoline,Automatic,None reported,Unknown,749,-1.2427695387041209,-2.5175809560652205,1.249343676335135,10
20900,9.947504437952903,2017,7,92000,11.429554725537322,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,751,-0.25218887338089024,0.6803519960116057,-0.3050164033227656,27
12000,9.392661928770137,2013,11,105000,11.561725152903833,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,753,0.4081982368345969,0.7974513740919627,-0.8598589125055316,6
63000,11.05089000537367,2008,16,49000,10.799595985047786,Audi,Audi,Gasoline,Manual,None reported,Yes,754,1.2336821246039558,0.1222258085018183,0.798369164098002,2
32000,10.373491181781864,2018,6,81000,11.302216779257382,Chevrolet,Chevrolet,E85 Flex Fuel,Automatic,None reported,Yes,756,-0.417285650934762,0.5675340637969962,0.12097034050619548,7
52000,10.858998997563564,2021,3,45000,10.714439990727769,Ford,Ford,Gasoline,Automatic,None reported,Yes,757,-0.9125759835963774,0.046779930226516345,0.6064781562878956,10
16000,9.680344001221918,2011,13,173456,12.063685009035272,Toyota,Toyota,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,758,0.7383917919423404,1.2421740563550794,-0.5721768400537499,33
42500,10.657259354912508,2019,5,93400,11.444657330797734,Audi,Audi,Hybrid,Automatic,None reported,Yes,760,-0.5823824284886338,0.693732490564167,0.40473851363683977,2
47124,10.76053770436601,2023,1,20121,9.909569022851995,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,763,-1.2427695387041209,-0.6663136993479103,0.5080168630903419,20
175000,12.072541252905651,2020,4,3921,8.274357006756292,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,764,-0.7474792060425056,-2.115066751975564,1.820020411629983,24
10400,9.249561085129464,2011,13,187450,12.141272756905764,Lexus,Lexus,Gasoline,Automatic,Accident/damage reported,Yes,765,0.7383917919423404,1.3109146755943288,-1.002959756146204,20
68000,11.127262984158243,2021,3,6400,8.764209507142004,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,766,-0.9125759835963774,-1.6810708552443632,0.8747421428825746,33
42000,10.645424897265505,2017,7,78500,11.270866642542865,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,768,-0.25218887338089024,0.5397587014474131,0.39290405598983646,4
36000,10.491274217438248,2018,6,75000,11.225256725762893,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,769,-0.417285650934762,0.4993495645803501,0.2387533761625793,7
42500,10.657259354912508,2014,10,89988,11.407442719620436,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,770,0.2431014592807251,0.6607613644870786,0.40473851363683977,10
7100,8.867850063029406,2005,19,107000,11.580593459194764,Subaru,Subaru,Gasoline,Automatic,None reported,Yes,771,1.7289724572655711,0.814168176603094,-1.384670778246262,31
28500,10.257659366256743,2019,5,21400,9.97119292889014,Alfa,Other,Gasoline,Automatic,None reported,Yes,772,-0.5823824284886338,-0.6117166066719615,0.005138524981074255,28
36500,10.505067539570582,2018,6,92000,11.429554725537322,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,774,-0.417285650934762,0.6803519960116057,0.25254669829491405,10
35000,10.46310334047155,2017,7,39000,10.571342565808699,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,776,-0.25218887338089024,-0.08000046836035743,0.21058249919588157,2
46500,10.747207591575448,2017,7,67483,11.119645811725865,RAM,RAM,Gasoline,Automatic,Accident/damage reported,Yes,777,-0.25218887338089024,0.4057811877607745,0.4946867502997794,30
29975,10.308118979895715,2015,9,62089,11.036340224358938,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,778,0.07800468172685332,0.33197471935740586,0.05559813862004681,32
53500,10.887436932884098,2017,7,54300,10.902297921958713,Audi,Audi,Gasoline,Automatic,None reported,Yes,779,-0.25218887338089024,0.21321691127376022,0.6349160916084298,2
29000,10.275051108968611,2022,2,30565,10.327643559087782,Hyundai,Hyundai,Hybrid,Automatic,None reported,Yes,780,-1.0776727611502492,-0.29591111262790276,0.022530267692943085,14
22000,9.998797732340453,2016,8,142666,11.868268522341692,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,781,-0.08709209582701846,1.0690404022207,-0.25372310893521544,2
6999,8.85352256068954,2009,15,166200,12.020953178232556,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,782,1.068585347050084,1.2043148248239803,-1.3989982805861292,10
19977,9.902336890778733,2015,9,88977,11.396144427146307,INFINITI,INFINITI,Hybrid,Automatic,Accident/damage reported,Yes,783,0.07800468172685332,0.6507513868509947,-0.35018395049693574,15
20990,9.951801412814678,2011,13,114890,11.651739131787249,BMW,BMW,Gasoline,Automatic,None reported,Yes,784,0.7383917919423404,0.8772012936148619,-0.3007194284609902,4
15000,9.615805480084347,2014,10,97579,11.488427833369828,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,787,0.2431014592807251,0.7325119568304282,-0.636715361191321,7
20500,9.9281801651265,2017,7,52000,10.859018228147887,Mazda,Mazda,Gasoline,Manual,Accident/damage reported,Yes,788,-0.25218887338089024,0.1748722881251775,-0.32434067614916806,23
38405,10.555942938432782,2021,3,25968,10.164658797946995,Jeep,Jeep,Gasoline,Automatic,None reported,Unknown,789,-0.9125759835963774,-0.44031114633012897,0.30342209715711377,17
17495,9.769670404801788,2016,8,41680,10.637800668461894,MINI,MINI,Gasoline,Automatic,None reported,Yes,790,-0.08709209582701846,-0.021120409907421346,-0.48285043647388015,25
7500,8.922658299524402,2002,22,77200,11.25416768929685,Saab,Other,Gasoline,Manual,None reported,Yes,791,2.2242627899271863,0.524963886308631,-1.3298625417512664,28
43000,10.668955394675699,2019,5,50000,10.819798284210286,BMW,BMW,Gasoline,Automatic,None reported,Yes,792,-0.5823824284886338,0.14012449215487224,0.41643455340003044,4
58998,10.985258824008211,2021,3,21613,9.98109653186311,Porsche,Porsche,Gasoline,Automatic,None reported,Unknown,793,-0.9125759835963774,-0.6029422857289434,0.7327379827325426,29
39998,10.596584731846031,2022,2,17377,9.762960317399152,Audi,Audi,Gasoline,Automatic,None reported,Unknown,794,-1.0776727611502492,-0.7962049963026192,0.3440638905703626,2
29645,10.297048756141468,2020,4,30426,10.323085651110205,GMC,GMC,Gasoline,Automatic,Unknown,Unknown,795,-0.7474792060425056,-0.2999492942405097,0.044527914865799545,12
6500,8.779557455883728,2005,19,153000,11.938199736300925,Audi,Audi,Gasoline,Manual,Accident/damage reported,Yes,796,1.7289724572655711,1.1309975421512735,-1.4729633853919406,2
23000,10.043249494911286,2004,20,56600,10.943781931879723,Mercury,Other,Gasoline,Other,None reported,Yes,797,1.894069234819443,0.2499706076854322,-0.20927134636438183,28
12700,9.449357272446683,2015,9,116612,11.66661603896503,Hyundai,Hyundai,Gasoline,Automatic,Accident/damage reported,Yes,798,0.07800468172685332,0.8903818258487977,-0.8031635688289853,14
30000,10.308952660644293,2018,6,72000,11.184435286790631,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,799,-0.417285650934762,0.4631828878793533,0.0564318193686244,2
10099,9.220191688026556,2008,16,149000,11.91170829631447,Lincoln,Lincoln,Gasoline,Automatic,None reported,Yes,801,1.2336821246039558,1.1075268520076706,-1.032329153249112,21
36969,10.517835002606233,2021,3,27836,10.234121350021288,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,803,-0.9125759835963774,-0.37876922799147955,0.26531416133056496,23
78999,11.277190473141195,2023,1,3273,8.09376775793108,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,804,-1.2427695387041209,-2.2750638795235485,1.0246696318655264,7
55000,10.915088464214607,2019,5,85000,11.350418300109132,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,806,-0.5823824284886338,0.6102392908794158,0.6625676229389388,10
33000,10.404262840448617,2017,7,46100,10.738589920723442,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,807,-0.25218887338089024,0.06817610665965695,0.15174199917294828,24
28000,10.239959789157341,2019,5,49500,10.809748150372926,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,808,-0.5823824284886338,0.1312203488799489,-0.012561052118327254,14
23500,10.06475570013225,2012,12,31130,10.345959386273389,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,809,0.5732950143884686,-0.279683791469938,-0.18776514114341758,24
12240,9.412464556066316,2008,16,149460,11.914790768215276,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,810,1.2336821246039558,1.110257837673122,-0.8400562852093518,10
15500,9.648595302907339,2003,21,90000,11.407576060361786,Mercury,Other,Gasoline,Automatic,Accident/damage reported,Yes,811,2.0591660123733146,0.6608795007312894,-0.6039255383683297,28
57000,10.950806546816688,2021,3,48000,10.778977123006351,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,812,-0.9125759835963774,0.1039580615490046,0.6982857055410197,10
38698,10.563543198095873,2022,2,18655,9.833923089150218,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Unknown,814,-1.0776727611502492,-0.7333339244261148,0.31102235682020485,34
24950,10.124629101179664,2006,18,60000,11.002116507732017,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,815,1.5638756797116993,0.30165344392188287,-0.12789174009600401,7
6000,8.699514748210191,2008,16,189500,12.15214958053555,Mitsubishi,Mitsubishi,Gasoline,Manual,None reported,Yes,817,1.2336821246039558,1.320551243379691,-1.553006093065477,26
41299,10.628593565580923,2022,2,7396,8.908829791587868,Genesis,Genesis,Gasoline,Automatic,None reported,Unknown,819,-1.0776727611502492,-1.5529412448326925,0.3760727243052546,11
8250,9.017968479328726,2004,20,229450,12.343444778061468,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,820,1.894069234819443,1.4900335482066775,-1.2345523619469425,33
44900,10.712193073730345,2014,10,49098,10.801593946976432,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,822,0.2431014592807251,0.12399594804009748,0.45967223245467714,2
28906,10.271804465008787,2022,2,21212,9.96236948027235,Nissan,Nissan,Gasoline,CVT,None reported,Unknown,823,-1.0776727611502492,-0.6195339404451362,0.019283623733118205,27
49999,10.81975828421028,2021,3,24300,10.098272780745283,BMW,BMW,Hybrid,Automatic,None reported,Yes,825,-0.9125759835963774,-0.49912733904769935,0.5672374429346121,4
27800,10.232791299678729,2020,4,46250,10.74183836432845,Volvo,Volvo,Gasoline,Automatic,Accident/damage reported,Yes,827,-0.7474792060425056,0.07105413870854123,-0.019729541596939626,35
35273,10.470873077735911,2020,4,24040,10.087515985121769,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,830,-0.7474792060425056,-0.508657565307452,0.21835223646024282,17
4300,8.366370301681654,2001,23,231581,12.352689301453351,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,831,2.3893595674810584,1.4982239426951285,-1.8861505395940146,33
38500,10.558413520275876,2019,5,81000,11.302216779257382,Ford,Ford,Gasoline,Automatic,None reported,Yes,832,-0.5823824284886338,0.5675340637969962,0.3058926790002072,10
44998,10.714373323320329,2022,2,23568,10.067687568216387,Land,Land,Gasoline,Automatic,None reported,Unknown,833,-1.0776727611502492,-0.5262249995225172,0.46185248204466056,19
18000,9.798127036878302,2020,4,78700,11.273411140805074,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,834,-0.7474792060425056,0.5420130572058683,-0.4543938043973661,23
11900,9.38429367909962,2015,9,109580,11.604419280803642,Kia,Kia,Gasoline,Automatic,Accident/damage reported,Yes,835,0.07800468172685332,0.8352772018838884,-0.8682271621760478,18
4500,8.411832675758411,2009,15,178000,12.08954444723597,Lexus,Lexus,Gasoline,Automatic,Accident/damage reported,Yes,836,1.068585347050084,1.2650848102290309,-1.840688165517257,20
11970,9.390158798552019,2016,8,131193,11.784432422739082,Mitsubishi,Mitsubishi,Gasoline,CVT,None reported,Yes,837,-0.08709209582701846,0.994763914508926,-0.8623620427236496,26
27500,10.221941283654663,2019,5,28211,10.24750269832807,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,839,-0.5823824284886338,-0.3669137199491579,-0.030579557621004838,2
14998,9.615672137861335,2015,9,91403,11.423044520160788,Audi,Audi,E85 Flex Fuel,Automatic,None reported,Unknown,840,0.07800468172685332,0.6745841323831289,-0.6368487034143335,2
16800,9.72913416539135,2016,8,88600,11.391898423211194,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,841,-0.08709209582701846,0.6469895436759717,-0.5233866758843178,24
22450,10.0190458931704,2011,13,84900,11.349241150793087,INFINITI,INFINITI,Gasoline,Automatic,Unknown,Unknown,842,0.7383917919423404,0.6091963688312465,-0.23347494810526825,15
28998,10.274982141073139,2021,3,11154,9.319643106866632,Kia,Kia,Gasoline,Automatic,None reported,Unknown,843,-0.9125759835963774,-1.188971900972781,0.022461299797470247,18
30750,10.333645273234664,2018,6,45090,10.716437949035694,BMW,BMW,Plug-In Hybrid,Automatic,Accident/damage reported,Yes,844,-0.417285650934762,0.048550066556935445,0.08112443195899566,4
12499,9.433403920090221,2003,21,71000,11.170449240431308,Jeep,Jeep,Gasoline,Manual,None reported,Yes,846,2.0591660123733146,0.45079163392707394,-0.8191169211854472,17
21900,9.994241915804592,2007,17,50000,10.819798284210286,Jaguar,Jaguar,Gasoline,Automatic,Accident/damage reported,Yes,849,1.3987789021578276,0.14012449215487224,-0.25827892547107645,16
71995,11.184351951142371,2020,4,29140,10.279901396250288,BMW,BMW,Gasoline,Manual,None reported,Yes,850,-0.7474792060425056,-0.33820936109296174,0.9318311098667031,4
48190,10.782906809634378,2022,2,34121,10.437697616534855,RAM,RAM,Gasoline,Automatic,None reported,Unknown,853,-1.0776727611502492,-0.1984062324587894,0.5303859683587095,30
35999,10.49124643927466,2013,11,36750,10.511920715155128,BMW,BMW,Gasoline,Automatic,None reported,Yes,854,0.4081982368345969,-0.13264660028684105,0.2387255979989913,4
98900,11.501864517610803,2022,2,8307,9.024974184996003,BMW,BMW,Gasoline,Automatic,None reported,Unknown,858,-1.0776727611502492,-1.4500404938356581,1.249343676335135,4
84645,11.34622131907135,2023,1,4106,8.320448113956559,BMW,BMW,Gasoline,Manual,None reported,Yes,859,-1.2427695387041209,-2.0742312935774483,1.0937004777956822,4
36950,10.517320926376348,1999,25,184700,12.12649358035784,BMW,BMW,Gasoline,Manual,None reported,Yes,860,2.7195531225888017,1.2978207300212952,0.26480008510067954,4
41900,10.643041105910228,2018,6,57500,10.959557617938563,Maserati,Maserati,Gasoline,Automatic,None reported,Yes,861,-0.417285650934762,0.26394743338758736,0.39052026463456,22
39650,10.587846227062993,2021,3,29000,10.275085591132715,Acura,Acura,Gasoline,Automatic,None reported,Yes,862,-0.9125759835963774,-0.3424760325069858,0.33532538578732485,1
17498,9.76984186766621,2014,10,62950,11.050111924969828,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,865,0.2431014592807251,0.34417606884818275,-0.4826789736094579,6
19750,9.890908770329268,2015,9,56675,10.945106119684118,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,866,0.07800468172685332,0.2511438018064303,-0.3616120709463999,7
23000,10.043249494911286,2013,11,92000,11.429554725537322,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,867,0.4081982368345969,0.6803519960116057,-0.20927134636438183,29
23000,10.043249494911286,2014,10,33500,10.419330568113901,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,869,0.2431014592807251,-0.2146789342281602,-0.20927134636438183,15
112000,11.626254150277232,2020,4,16754,9.726452000171411,Land,Land,Gasoline,Automatic,None reported,Yes,870,-0.7474792060425056,-0.8285503652880268,1.3737333090015635,19
9250,9.132378830506472,2007,17,53249,10.882753083571671,Toyota,Toyota,Hybrid,Automatic,Accident/damage reported,Yes,871,1.3987789021578276,0.19590071985783128,-1.1201420107691966,33
12500,9.433483923290392,2016,8,119000,11.686887175419702,GMC,GMC,Gasoline,Automatic,None reported,Yes,872,-0.08709209582701846,0.9083414974570448,-0.8190369179852759,12
36999,10.518646164234097,2021,3,29336,10.286604796980384,Lincoln,Lincoln,Gasoline,Automatic,None reported,Unknown,873,-0.9125759835963774,-0.33227033167346115,0.2661253229584286,21
41000,10.621327345686446,2017,7,86000,11.362114203075018,RAM,RAM,Diesel,Automatic,Accident/damage reported,Yes,874,-0.25218887338089024,0.6206015405193874,0.36880650441077734,30
40500,10.60905725309463,2014,10,177000,12.083910661257521,RAM,RAM,Diesel,Automatic,Accident/damage reported,Yes,875,0.2431014592807251,1.2600934301793567,0.35653641181896134,30
