price,log_price,model_year,age,mileage,log_mileage,brand,brand_group,fuel_type,transmission,accident,clean_title,row_id
98900,11.501864517610803,2023,1,2489,7.820037989458753,Ford,Ford,Gasoline,Automatic,None reported,Unknown,749
28500,10.257659366256743,2021,3,25000,10.12667110305036,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,750
20900,9.947504437952903,2017,7,92000,11.429554725537322,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,751
14500,9.581903928408666,2008,16,123500,11.724004532183379,Lexus,Lexus,Gasoline,Automatic,Accident/damage reported,Yes,752
12000,9.392661928770137,2013,11,105000,11.561725152903833,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,753
63000,11.05089000537367,2008,16,49000,10.799595985047786,Audi,Audi,Gasoline,Manual,None reported,Yes,754
47598,10.770546022530057,2020,4,28357,10.252664456297504,Jaguar,Jaguar,Gasoline,Automatic,None reported,Unknown,755
32000,10.373491181781864,2018,6,81000,11.302216779257382,Chevrolet,Chevrolet,E85 Flex Fuel,Automatic,None reported,Yes,756
52000,10.858998997563564,2021,3,45000,10.714439990727769,Ford,Ford,Gasoline,Automatic,None reported,Yes,757
16000,9.680344001221918,2011,13,173456,12.063685009035272,Toyota,Toyota,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,758
60000,11.002099841204238,2021,3,13700,9.525224101853109,BMW,BMW,Hybrid,Automatic,Unknown,Unknown,759
42500,10.657259354912508,2019,5,93400,11.444657330797734,Audi,Audi,Hybrid,Automatic,None reported,Yes,760
18200,9.809176873064887,2015,9,90000,11.407576060361786,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,761
32000,10.373491181781864,2017,7,40600,10.611547975828369,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,762
47124,10.76053770436601,2023,1,20121,9.909569022851995,Lexus,Lexus,Gasoline,Automatic,None reported,Yes,763
175000,12.072541252905651,2020,4,3921,8.274357006756292,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,764
10400,9.249561085129464,2011,13,187450,12.141272756905764,Lexus,Lexus,Gasoline,Automatic,Accident/damage reported,Yes,765
68000,11.127262984158243,2021,3,6400,8.764209507142004,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,766
37995,10.545209851103886,2017,7,54500,10.905974329106854,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,767
42000,10.645424897265505,2017,7,78500,11.270866642542865,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,768
36000,10.491274217438248,2018,6,75000,11.225256725762893,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,769
42500,10.657259354912508,2014,10,89988,11.407442719620436,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,770
7100,8.867850063029406,2005,19,107000,11.580593459194764,Subaru,Subaru,Gasoline,Automatic,None reported,Yes,771
28500,10.257659366256743,2019,5,21400,9.97119292889014,Alfa,Other,Gasoline,Automatic,None reported,Yes,772
6950,8.846496938558838,2007,17,83150,11.328413511006964,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,773
36500,10.505067539570582,2018,6,92000,11.429554725537322,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,774
54599,10.90777084654696,2021,3,15042,9.618668045697824,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Unknown,775
35000,10.46310334047155,2017,7,39000,10.571342565808699,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,776
46500,10.747207591575448,2017,7,67483,11.119645811725865,RAM,RAM,Gasoline,Automatic,Accident/damage reported,Yes,777
29975,10.308118979895715,2015,9,62089,11.036340224358938,Tesla,Tesla,Unknown/Other,Automatic,None reported,Yes,778
53500,10.887436932884098,2017,7,54300,10.902297921958713,Audi,Audi,Gasoline,Automatic,None reported,Yes,779
29000,10.275051108968611,2022,2,30565,10.327643559087782,Hyundai,Hyundai,Hybrid,Automatic,None reported,Yes,780
22000,9.998797732340453,2016,8,142666,11.868268522341692,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,781
6999,8.85352256068954,2009,15,166200,12.020953178232556,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,782
19977,9.902336890778733,2015,9,88977,11.396144427146307,INFINITI,INFINITI,Hybrid,Automatic,Accident/damage reported,Yes,783
20990,9.951801412814678,2011,13,114890,11.651739131787249,BMW,BMW,Gasoline,Automatic,None reported,Yes,784
4750,8.465899897028686,2009,15,171000,12.049424683420915,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,785
28590,10.260812285316357,2019,5,90067,11.40832021957955,Ford,Ford,Gasoline,Automatic,None reported,Unknown,786
15000,9.615805480084347,2014,10,97579,11.488427833369828,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,787
20500,9.9281801651265,2017,7,52000,10.859018228147887,Mazda,Mazda,Gasoline,Manual,Accident/damage reported,Yes,788
38405,10.555942938432782,2021,3,25968,10.164658797946995,Jeep,Jeep,Gasoline,Automatic,None reported,Unknown,789
17495,9.769670404801788,2016,8,41680,10.637800668461894,MINI,MINI,Gasoline,Automatic,None reported,Yes,790
7500,8.922658299524402,2002,22,77200,11.25416768929685,Saab,Other,Gasoline,Manual,None reported,Yes,791
43000,10.668955394675699,2019,5,50000,10.819798284210286,BMW,BMW,Gasoline,Automatic,None reported,Yes,792
58998,10.985258824008211,2021,3,21613,9.98109653186311,Porsche,Porsche,Gasoline,Automatic,None reported,Unknown,793
39998,10.596584731846031,2022,2,17377,9.762960317399152,Audi,Audi,Gasoline,Automatic,None reported,Unknown,794
29645,10.297048756141468,2020,4,30426,10.323085651110205,GMC,GMC,Gasoline,Automatic,Unknown,Unknown,795
6500,8.779557455883728,2005,19,153000,11.938199736300925,Audi,Audi,Gasoline,Manual,Accident/damage reported,Yes,796
23000,10.043249494911286,2004,20,56600,10.943781931879723,Mercury,Other,Gasoline,Other,None reported,Yes,797
12700,9.449357272446683,2015,9,116612,11.66661603896503,Hyundai,Hyundai,Gasoline,Automatic,Accident/damage reported,Yes,798
30000,10.308952660644293,2018,6,72000,11.184435286790631,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,799
50000,10.819778284410283,2019,5,39000,10.571342565808699,Audi,Audi,Hybrid,Automatic,None reported,Yes,800
10099,9.220191688026556,2008,16,149000,11.91170829631447,Lincoln,Lincoln,Gasoline,Automatic,None reported,Yes,801
64000,11.06663836234181,2018,6,19300,9.867912187022208,BMW,BMW,Gasoline,Manual,None reported,Yes,802
36969,10.517835002606233,2021,3,27836,10.234121350021288,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,803
78999,11.277190473141195,2023,1,3273,8.09376775793108,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,804
36000,10.491274217438248,2017,7,74349,11.216538951888301,Ford,Ford,Gasoline,Automatic,None reported,Yes,805
55000,10.915088464214607,2019,5,85000,11.350418300109132,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,806
33000,10.404262840448617,2017,7,46100,10.738589920723442,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,807
28000,10.239959789157341,2019,5,49500,10.809748150372926,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,808
23500,10.06475570013225,2012,12,31130,10.345959386273389,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,809
12240,9.412464556066316,2008,16,149460,11.914790768215276,Ford,Ford,Diesel,Automatic,Accident/damage reported,Yes,810
15500,9.648595302907339,2003,21,90000,11.407576060361786,Mercury,Other,Gasoline,Automatic,Accident/damage reported,Yes,811
57000,10.950806546816688,2021,3,48000,10.778977123006351,Ford,Ford,E85 Flex Fuel,Automatic,None reported,Yes,812
15500,9.648595302907339,2013,11,98000,11.49273296168228,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,813
38698,10.563543198095873,2022,2,18655,9.833923089150218,Volkswagen,Volkswagen,Gasoline,Automatic,None reported,Unknown,814
24950,10.124629101179664,2006,18,60000,11.002116507732017,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,815
15000,9.615805480084347,2014,10,169500,12.040614105490253,Chevrolet,Chevrolet,E85 Flex Fuel,Automatic,None reported,Yes,816
6000,8.699514748210191,2008,16,189500,12.15214958053555,Mitsubishi,Mitsubishi,Gasoline,Manual,None reported,Yes,817
68500,11.134589024250317,2016,8,91000,11.418625774449596,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,818
41299,10.628593565580923,2022,2,7396,8.908829791587868,Genesis,Genesis,Gasoline,Automatic,None reported,Unknown,819
8250,9.017968479328726,2004,20,229450,12.343444778061468,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,820
125900,11.743243220032438,2023,1,8603,9.05998249038762,Maserati,Maserati,Gasoline,Automatic,None reported,Unknown,821
44900,10.712193073730345,2014,10,49098,10.801593946976432,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,822
28906,10.271804465008787,2022,2,21212,9.96236948027235,Nissan,Nissan,Gasoline,CVT,None reported,Unknown,823
28600,10.261161996807944,2010,14,62743,11.046818234892502,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,824
49999,10.81975828421028,2021,3,24300,10.098272780745283,BMW,BMW,Hybrid,Automatic,None reported,Yes,825
19500,9.878169744551839,2010,14,104000,11.552155793461898,Cadillac,Cadillac,E85 Flex Fuel,Automatic,None reported,Yes,826
27800,10.232791299678729,2020,4,46250,10.74183836432845,Volvo,Volvo,Gasoline,Automatic,Accident/damage reported,Yes,827
40655,10.612877108641937,2023,1,1930,7.565793282428515,Mazda,Mazda,Gasoline,Automatic,Accident/damage reported,Yes,828
35850,10.487098846027767,2022,2,61494,11.02671114967651,Chrysler,Chrysler,Hybrid,CVT,None reported,Unknown,829
35273,10.470873077735911,2020,4,24040,10.087515985121769,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,830
4300,8.366370301681654,2001,23,231581,12.352689301453351,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,831
38500,10.558413520275876,2019,5,81000,11.302216779257382,Ford,Ford,Gasoline,Automatic,None reported,Yes,832
44998,10.714373323320329,2022,2,23568,10.067687568216387,Land,Land,Gasoline,Automatic,None reported,Unknown,833
18000,9.798127036878302,2020,4,78700,11.273411140805074,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,834
11900,9.38429367909962,2015,9,109580,11.604419280803642,Kia,Kia,Gasoline,Automatic,Accident/damage reported,Yes,835
4500,8.411832675758411,2009,15,178000,12.08954444723597,Lexus,Lexus,Gasoline,Automatic,Accident/damage reported,Yes,836
11970,9.390158798552019,2016,8,131193,11.784432422739082,Mitsubishi,Mitsubishi,Gasoline,CVT,None reported,Yes,837
25900,10.16199824768763,2017,7,106000,11.571203807011969,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,838
27500,10.221941283654663,2019,5,28211,10.24750269832807,Audi,Audi,Gasoline,Automatic,Accident/damage reported,Yes,839
14998,9.615672137861335,2015,9,91403,11.423044520160788,Audi,Audi,E85 Flex Fuel,Automatic,None reported,Unknown,840
16800,9.72913416539135,2016,8,88600,11.391898423211194,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,841
22450,10.0190458931704,2011,13,84900,11.349241150793087,INFINITI,INFINITI,Gasoline,Automatic,Unknown,Unknown,842
28998,10.274982141073139,2021,3,11154,9.319643106866632,Kia,Kia,Gasoline,Automatic,None reported,Unknown,843
30750,10.333645273234664,2018,6,45090,10.716437949035694,BMW,BMW,Plug-In Hybrid,Automatic,Accident/damage reported,Yes,844
11900,9.38429367909962,2003,21,33272,10.41250153627285,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,845
12499,9.433403920090221,2003,21,71000,11.170449240431308,Jeep,Jeep,Gasoline,Manual,None reported,Yes,846
36500,10.505067539570582,2020,4,55400,10.922352923113982,Kia,Kia,Gasoline,Automatic,Unknown,Unknown,847
14490,9.581214035314728,2012,12,141525,11.860238724769316,Land,Land,Gasoline,Automatic,None reported,Yes,848
21900,9.994241915804592,2007,17,50000,10.819798284210286,Jaguar,Jaguar,Gasoline,Automatic,Accident/damage reported,Yes,849
71995,11.184351951142371,2020,4,29140,10.279901396250288,BMW,BMW,Gasoline,Manual,None reported,Yes,850
56900,10.949050620114422,2022,2,9000,9.105090961257085,BMW,BMW,Hybrid,Automatic,None reported,Yes,851
83598,11.333774875341646,2021,3,5595,8.629807335785372,Mercedes-Benz,Mercedes-Benz,Hybrid,Automatic,None reported,Unknown,852
48190,10.782906809634378,2022,2,34121,10.437697616534855,RAM,RAM,Gasoline,Automatic,None reported,Unknown,853
35999,10.49124643927466,2013,11,36750,10.511920715155128,BMW,BMW,Gasoline,Automatic,None reported,Yes,854
12000,9.392661928770137,2007,17,49626,10.81229031944438,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,855
16500,9.711115659888671,2017,7,45000,10.714439990727769,Jeep,Jeep,Gasoline,Automatic,Accident/damage reported,Yes,856
36000,10.491274217438248,2019,5,69350,11.146935845249686,Toyota,Toyota,Hybrid,Automatic,None reported,Yes,857
98900,11.501864517610803,2022,2,8307,9.024974184996003,BMW,BMW,Gasoline,Automatic,None reported,Unknown,858
84645,11.34622131907135,2023,1,4106,8.320448113956559,BMW,BMW,Gasoline,Manual,None reported,Yes,859
36950,10.517320926376348,1999,25,184700,12.12649358035784,BMW,BMW,Gasoline,Manual,None reported,Yes,860
41900,10.643041105910228,2018,6,57500,10.959557617938563,Maserati,Maserati,Gasoline,Automatic,None reported,Yes,861
39650,10.587846227062993,2021,3,29000,10.275085591132715,Acura,Acura,Gasoline,Automatic,None reported,Yes,862
19000,9.852194258148577,2015,9,61675,11.029650155291243,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,863
45000,10.714417768752456,2021,3,33300,10.413342705547674,Mercedes-Benz,Mercedes-Benz,Diesel,Automatic,None reported,Yes,864
17498,9.76984186766621,2014,10,62950,11.050111924969828,Cadillac,Cadillac,Gasoline,Automatic,Accident/damage reported,Yes,865
19750,9.890908770329268,2015,9,56675,10.945106119684118,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,866
23000,10.043249494911286,2013,11,92000,11.429554725537322,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,867
12000,9.392661928770137,2005,19,96000,11.472113887062386,Dodge,Dodge,Gasoline,Automatic,Accident/damage reported,Yes,868
23000,10.043249494911286,2014,10,33500,10.419330568113901,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,869
112000,11.626254150277232,2020,4,16754,9.726452000171411,Land,Land,Gasoline,Automatic,None reported,Yes,870
9250,9.132378830506472,2007,17,53249,10.882753083571671,Toyota,Toyota,Hybrid,Automatic,Accident/damage reported,Yes,871
12500,9.433483923290392,2016,8,119000,11.686887175419702,GMC,GMC,Gasoline,Automatic,None reported,Yes,872
36999,10.518646164234097,2021,3,29336,10.286604796980384,Lincoln,Lincoln,Gasoline,Automatic,None reported,Unknown,873
41000,10.621327345686446,2017,7,86000,11.362114203075018,RAM,RAM,Diesel,Automatic,Accident/damage reported,Yes,874
40500,10.60905725309463,2014,10,177000,12.083910661257521,RAM,RAM,Diesel,Automatic,Accident/damage reported,Yes,875
15900,9.674074388208323,2013,11,93500,11.445727410406752,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,876
54999,10.915070282231135,2018,6,47700,10.77270764101727,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,877
24500,10.106428396532818,2003,21,97496,11.487576887281786,Ford,Ford,Gasoline,Manual,Unknown,Unknown,878
26599,10.188628900078157,2022,2,16120,9.687878048875998,Acura,Acura,Gasoline,Automatic,None reported,Unknown,879
2800,7.937374696163295,2005,19,147589,11.902193438175821,Buick,Buick,Gasoline,Automatic,Accident/damage reported,Yes,880
22000,9.998797732340453,2013,11,95570,11.467624705740064,Cadillac,Cadillac,E85 Flex Fuel,Automatic,Accident/damage reported,Yes,881
52000,10.858998997563564,2018,6,45791,10.731864682356177,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,882
25950,10.163926888594034,2016,8,60000,11.002116507732017,INFINITI,INFINITI,Gasoline,Automatic,Accident/damage reported,Yes,883
18795,9.841346155998279,2019,5,50000,10.819798284210286,Buick,Buick,Gasoline,Automatic,None reported,Yes,884
43999,10.691922185369403,2019,5,33481,10.41876325997573,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Unknown,885
5900,8.68270762989381,2010,14,107000,11.580593459194764,Jeep,Jeep,Gasoline,Automatic,None reported,Yes,886
37000,10.51867319162636,2011,13,60000,11.002116507732017,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,887
28000,10.239959789157341,2016,8,55000,10.915106645867503,Audi,Audi,Gasoline,Automatic,None reported,Yes,888
25500,10.146433731146518,2022,2,4004,8.29529885950246,Mazda,Mazda,Gasoline,Automatic,None reported,Yes,889
59400,10.992049505350737,2009,15,57800,10.96476135554887,Bentley,Bentley,Gasoline,Automatic,Unknown,Unknown,890
197750,12.1947588856299,2022,2,27858,10.234911352935114,Bentley,Bentley,Gasoline,Automatic,None reported,Yes,891
106798,11.578694478741127,2018,6,31678,10.36340927977359,Porsche,Porsche,Gasoline,Unknown,None reported,Unknown,892
29950,10.307284603543595,2016,8,47144,10.760983237899778,Volkswagen,Volkswagen,Gasoline,Manual,None reported,Yes,893
4000,8.294049640102028,2011,13,165454,12.01645453350358,Hyundai,Hyundai,Gasoline,Automatic,Accident/damage reported,Yes,894
25500,10.146433731146518,2018,6,98000,11.49273296168228,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,895
22749,10.032276467369046,2020,4,39913,10.59448241852793,Hyundai,Hyundai,Gasoline,Automatic,None reported,Unknown,896
12990,9.471935109664646,2013,11,147191,11.899493135973929,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,897
25980,10.165082290224591,2014,10,53600,10.889323003601277,BMW,BMW,Gasoline,Automatic,None reported,Yes,898
17000,9.740968623038354,2010,14,100100,11.513934955263402,Dodge,Dodge,Unknown/Other,Automatic,None reported,Yes,899
199995,12.20604764521767,2020,4,1750,7.467942332285852,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,900
104500,11.556942350387002,2020,4,2750,7.919719760924575,Dodge,Dodge,Gasoline,Automatic,None reported,Yes,901
35500,10.477287975463508,2013,11,40800,10.616461869895815,Porsche,Porsche,Gasoline,Automatic,None reported,Yes,902
49500,10.809727948556782,2018,6,36798,10.513225949874762,Porsche,Porsche,Gasoline,Automatic,Accident/damage reported,Yes,903
49883,10.817435542331806,2021,3,77699,11.260610536355738,Ford,Ford,Diesel,Automatic,Unknown,Unknown,904
14900,9.60911649193355,2010,14,87500,11.37940550085183,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,905
38500,10.558413520275876,2020,4,93000,11.440365524765756,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,906
28251,10.248884134178173,2018,6,41515,10.63383417408518,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,907
33242,10.411569415631055,2019,5,19000,9.852246888342531,RAM,RAM,E85 Flex Fuel,Automatic,Accident/damage reported,Unknown,908
76373,11.243384509551644,2023,1,1539,7.3395376954076745,Toyota,Toyota,Hybrid,Automatic,Accident/damage reported,Yes,909
68000,11.127262984158243,2018,6,31090,10.344673667218705,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,910
25099,10.130583283688766,2022,2,21701,9.985159701180153,Mazda,Mazda,Gasoline,Automatic,None reported,Unknown,911
15998,9.680218993408767,2016,8,97726,11.48993315604396,Nissan,Nissan,Gasoline,Other,Accident/damage reported,Unknown,912
34000,10.4341158035983,2015,9,73000,11.19822841866684,Audi,Audi,Diesel,Automatic,None reported,Yes,913
31900,10.370361288772935,2020,4,23600,10.069044362997353,Genesis,Genesis,Gasoline,Automatic,None reported,Yes,914
166900,12.025150109649926,2016,8,8755,9.077494458642754,Rolls-Royce,Other,Gasoline,Automatic,None reported,Yes,915
67900,11.125791313546788,2019,5,20500,9.928228944424575,BMW,BMW,Gasoline,Automatic,None reported,Yes,916
18750,9.838949031398556,2013,11,57912,10.966697163402289,Ford,Ford,Gasoline,Manual,Accident/damage reported,Yes,917
18500,9.825526011066415,2009,15,35000,10.463131911491967,BMW,BMW,Gasoline,Automatic,None reported,Yes,918
29895,10.305446521315005,2023,1,7089,8.866440619526173,Nissan,Nissan,Unknown/Other,Automatic,Accident/damage reported,Yes,919
30890,10.338187785912627,2019,5,35469,10.476442547767668,Lincoln,Lincoln,Gasoline,Automatic,Unknown,Unknown,920
46787,10.753360665540567,2022,2,14676,9.594036921611199,Kia,Kia,Gasoline,Automatic,None reported,Unknown,921
79999,11.289769413577893,2022,2,13750,9.528866827722945,Lincoln,Lincoln,Gasoline,Automatic,None reported,Yes,922
62500,11.042921835724492,2015,9,13300,9.495594499353297,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Yes,923
27000,10.203592144986466,2017,7,117000,11.669937760751914,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,924
50000,10.819778284410283,2020,4,27100,10.207325906555994,Audi,Audi,Hybrid,Automatic,None reported,Yes,925
20989,9.951753769945617,2017,7,89352,11.400350095849324,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,926
8500,9.047821442478408,2018,6,100000,11.51293546492023,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,927
75500,11.231887935237117,2020,4,16000,9.680406499268875,Land,Land,Hybrid,Automatic,None reported,Yes,928
62999,11.050874132231819,2023,1,15200,9.62911649414402,Land,Land,Gasoline,Automatic,None reported,Yes,929
38995,10.571188711764599,2012,12,39960,10.595659257474393,BMW,BMW,Gasoline,Manual,None reported,Yes,930
13500,9.51044496442652,2008,16,119000,11.686887175419702,Ford,Ford,Gasoline,Automatic,Accident/damage reported,Yes,931
29998,10.308885991755306,2022,2,10971,9.303101852057495,Kia,Kia,Gasoline,Automatic,None reported,Unknown,932
11500,9.350102314351341,2014,10,118500,11.682676678340282,Mazda,Mazda,Gasoline,Manual,Accident/damage reported,Yes,933
45899,10.734198609318932,2021,3,8288,9.022684613591526,Kia,Kia,Gasoline,Automatic,None reported,Yes,934
74500,11.218554404367652,2023,1,2950,7.989899374942939,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,935
78000,11.26446410567173,2017,7,73000,11.19822841866684,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,Accident/damage reported,Yes,936
14900,9.60911649193355,2005,19,82000,11.314486721293981,Ford,Ford,Gasoline,Automatic,None reported,Yes,937
38999,10.571291283757406,2019,5,7874,8.971448463693834,Audi,Audi,Unknown/Other,Automatic,None reported,Unknown,938
39750,10.590365120082478,2017,7,49105,10.801736505909519,GMC,GMC,Gasoline,Automatic,None reported,Yes,939
40000,10.596634733096073,2023,1,5500,8.612685172875459,Kia,Kia,Gasoline,Automatic,None reported,Yes,940
26000,10.165851817003619,2005,19,36700,10.510559281627845,Chevrolet,Chevrolet,Gasoline,Manual,None reported,Yes,941
34000,10.4341158035983,2014,10,40000,10.596659732783579,BMW,BMW,Gasoline,Automatic,None reported,Yes,942
17500,9.769956159911606,2017,7,78110,11.265886170980464,Nissan,Nissan,Gasoline,Automatic,Unknown,Unknown,943
19780,9.892426605176704,2015,9,74864,11.223441770571819,GMC,GMC,Gasoline,Automatic,None reported,Yes,944
93500,11.44571671527678,2021,3,15350,9.638935897473202,Cadillac,Cadillac,Gasoline,Automatic,None reported,Yes,945
72999,11.198201021406565,2010,14,46100,10.738589920723442,Nissan,Nissan,Gasoline,Automatic,None reported,Yes,946
31000,10.341742483467284,2018,6,61454,11.02606047864908,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,947
54500,10.905955980651335,2020,4,45241,10.719781137917781,BMW,BMW,Gasoline,Automatic,None reported,Yes,948
27000,10.203592144986466,2018,6,48000,10.778977123006351,INFINITI,INFINITI,Gasoline,CVT,None reported,Yes,949
18500,9.825526011066415,2010,14,68500,11.134603622683905,Lexus,Lexus,Gasoline,Manual,None reported,Yes,950
51899,10.857054801145617,2019,5,43433,10.678997823521197,GMC,GMC,Gasoline,Automatic,None reported,Unknown,951
20995,9.952039593118293,2005,19,122961,11.719630643532376,Chevrolet,Chevrolet,Gasoline,Automatic,None reported,Yes,952
19750,9.890908770329268,2014,10,92861,11.438869799140814,Dodge,Dodge,Gasoline,Automatic,None reported,Yes,953
21400,9.971146201009942,2016,8,72000,11.184435286790631,Hyundai,Hyundai,Gasoline,Automatic,None reported,Yes,954
10500,9.259130536145614,2003,21,83000,11.326607934898927,Ford,Ford,Gasoline,Automatic,None reported,Yes,955
39599,10.58655914439847,2021,3,18031,9.799903236279558,Audi,Audi,Unknown/Other,Automatic,None reported,Unknown,956
78900,11.275936506833965,2023,1,8200,9.012011377036412,Toyota,Toyota,Hybrid,Automatic,None reported,Yes,957
74900,11.22390916950531,2020,4,19000,9.852246888342531,Land,Land,Hybrid,Automatic,Unknown,Unknown,958
42599,10.659586057803535,2022,2,12875,9.463120392418698,Jeep,Jeep,Gasoline,Automatic,None reported,Unknown,959
36000,10.491274217438248,2015,9,32000,10.373522431293592,Maserati,Maserati,Gasoline,Automatic,None reported,Yes,960
37500,10.532096211958502,2013,11,61145,11.021019726056748,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,961
43900,10.689669599063263,2022,2,9612,9.170871628065816,Mercedes-Benz,Mercedes-Benz,Gasoline,Automatic,None reported,Unknown,962
143998,11.877554689572797,2023,1,3534,8.170468578330674,Land,Land,Hybrid,Automatic,None reported,Unknown,963
14000,9.546812608597396,2011,13,152000,11.931642378754141,Ford,Ford,Gasoline,Automatic,None reported,Yes,964
7000,8.85366542803745,2012,12,129567,11.771961118831888,Audi,Audi,Gasoline,Automatic,None reported,Yes,965
41995,10.645305842559727,2019,5,36000,10.491301994830229,BMW,BMW,Gasoline,Automatic,Accident/damage reported,Yes,966
12500,9.433483923290392,2009,15,92008,11.429641677333475,BMW,BMW,Gasoline,Automatic,None reported,Yes,967
10300,9.239899174217728,1998,26,63900,11.065090289695444,Ford,Ford,Gasoline,Automatic,None reported,Yes,968
17500,9.769956159911606,2012,12,150900,11.924379271639218,Toyota,Toyota,Gasoline,Automatic,None reported,Yes,969
50000,10.819778284410283,2019,5,43000,10.668978650219241,Dodge,Dodge,Unknown/Other,Manual,None reported,Yes,970
63998,11.066607111853518,2018,6,38020,10.545893917642873,Land,Land,Gasoline,Automatic,None reported,Unknown,971
61059,11.019595888820989,2021,3,14750,9.599066156080049,Audi,Audi,Hybrid,Automatic,None reported,Yes,972
23000,10.043249494911286,2015,9,52500,10.868587496017359,Subaru,Subaru,Gasoline,Manual,None reported,Yes,973
21000,9.95227771670556,2017,7,207571,12.2432335464183,Chevrolet,Chevrolet,Gasoline,Automatic,Accident/damage reported,Yes,974
29900,10.305613759378778,2020,4,39000,10.571342565808699,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,975
28000,10.239959789157341,2011,13,66000,11.097425172408931,Porsche,Porsche,Gasoline,Automatic,Unknown,Unknown,976
16000,9.680344001221918,2017,7,93500,11.445727410406752,INFINITI,INFINITI,Gasoline,Automatic,None reported,Yes,977
64000,11.06663836234181,2018,6,7200,8.881975184248867,BMW,BMW,Gasoline,Automatic,None reported,Yes,978
90000,11.407564949312402,2023,1,8421,9.038602608721874,Land,Land,Hybrid,Automatic,None reported,Yes,979
